HtHt_5000_1000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_5000_1000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_1500	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_5000_1500_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_1500	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_5000_1500_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_1500	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_5000_1500_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_1500	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_5000_1500_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_1500	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_5000_1500_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_1500	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_5000_1500_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_1500	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_5000_1500_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_2000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_5000_2000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_2000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_5000_2000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_2000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_5000_2000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_2000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_5000_2000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_2000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_5000_2000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_2000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_5000_2000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_5000_2000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_5000_2000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_6000_1000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_6000_1000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_6000_1000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_6000_1000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_6000_1000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_6000_1000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_6000_1000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1500	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_6000_1500_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1500	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_6000_1500_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1500	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_6000_1500_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1500	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_6000_1500_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1500	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_6000_1500_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1500	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_6000_1500_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_1500	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_6000_1500_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_6000_2000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_6000_2000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_6000_2000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_6000_2000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_6000_2000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_6000_2000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_6000_2000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2500	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_6000_2500_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2500	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_6000_2500_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2500	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_6000_2500_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2500	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_6000_2500_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2500	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_6000_2500_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2500	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_6000_2500_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_6000_2500	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_6000_2500_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_7000_1000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_7000_1000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_7000_1000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_7000_1000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_7000_1000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_7000_1000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_7000_1000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1500	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_7000_1500_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1500	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_7000_1500_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1500	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_7000_1500_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1500	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_7000_1500_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1500	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_7000_1500_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1500	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_7000_1500_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_1500	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_7000_1500_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_7000_2000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_7000_2000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_7000_2000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_7000_2000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_7000_2000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_7000_2000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_7000_2000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2500	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_7000_2500_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2500	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_7000_2500_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2500	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_7000_2500_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2500	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_7000_2500_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2500	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_7000_2500_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2500	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_7000_2500_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_2500	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_7000_2500_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_3000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_7000_3000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_3000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_7000_3000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_3000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_7000_3000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_3000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_7000_3000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_3000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_7000_3000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_3000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_7000_3000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_7000_3000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_7000_3000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_8000_1000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_8000_1000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_8000_1000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_8000_1000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_8000_1000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_8000_1000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_8000_1000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1500	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_8000_1500_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1500	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_8000_1500_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1500	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_8000_1500_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1500	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_8000_1500_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1500	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_8000_1500_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1500	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_8000_1500_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_1500	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_8000_1500_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_8000_2000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_8000_2000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_8000_2000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_8000_2000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_8000_2000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_8000_2000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_8000_2000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2500	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_8000_2500_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2500	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_8000_2500_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2500	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_8000_2500_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2500	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_8000_2500_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2500	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_8000_2500_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2500	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_8000_2500_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_2500	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_8000_2500_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_3000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtHt_8000_3000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_3000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtHt_8000_3000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_3000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtHt_8000_3000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_3000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtHt_8000_3000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_3000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtHt_8000_3000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_3000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtHt_8000_3000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtHt_8000_3000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtHt_8000_3000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1000	0.4	0p4	10000	compactOptimization_global-v1-10k_HtZt_4000_1000_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1000	0.6	0p6	10000	compactOptimization_global-v1-10k_HtZt_4000_1000_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1000	0.8	0p8	10000	compactOptimization_global-v1-10k_HtZt_4000_1000_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1000	1.0	1p0	10000	compactOptimization_global-v1-10k_HtZt_4000_1000_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1000	1.2	1p2	10000	compactOptimization_global-v1-10k_HtZt_4000_1000_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1000	1.4	1p4	10000	compactOptimization_global-v1-10k_HtZt_4000_1000_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1000	1.6	1p6	10000	compactOptimization_global-v1-10k_HtZt_4000_1000_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1500	0.4	0p4	10000	compactOptimization_global-v1-10k_HtZt_4000_1500_akR0p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1500	0.6	0p6	10000	compactOptimization_global-v1-10k_HtZt_4000_1500_akR0p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1500	0.8	0p8	10000	compactOptimization_global-v1-10k_HtZt_4000_1500_akR0p8_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1500	1.0	1p0	10000	compactOptimization_global-v1-10k_HtZt_4000_1500_akR1p0_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1500	1.2	1p2	10000	compactOptimization_global-v1-10k_HtZt_4000_1500_akR1p2_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1500	1.4	1p4	10000	compactOptimization_global-v1-10k_HtZt_4000_1500_akR1p4_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
HtZt_4000_1500	1.6	1p6	10000	compactOptimization_global-v1-10k_HtZt_4000_1500_akR1p6_nev10000.root	CMSSW_15_0_19_existingOptimization_compact_global-v1-10k.tgz
